~from,~to
132445,16940
58178,136486
55973,100361
116276,126742
9528,126742
2177,123906
104032,139322
53064,8406
32266,17815
49036,31631
110603,124414
136320,109499
23128,21180
68418,45522
102523,44170
63942,126483
140047,126483
53407,126483
59956,117449
20666,140513
121519,140513
56204,19229
55033,881
138728,105388
53329,78418
17190,65419
42432,119307
25315,39375
125298,5303
20488,122412
107794,122412
82741,41695
81978,98564
54520,3820
46241,58834
82120,122553
91151,25797
28626,116375
36061,54623
125298,67162
45179,69674
102561,71295
12741,14542
110136,131795
200,132042
122668,91646
75083,38762
86136,38762
96899,86289
68109,86289
33701,86289
62613,86289
89350,86289
38073,81473
126074,74972
19917,42968
81155,115978
131356,92405
55965,19231
117111,19231
63161,109453
104032,4264
72240,63416
21767,101891
109478,143881
102168,114459
90607,34963
115348,122066
42439,37866
107548,53749
808,136486
15920,143538
3642,99794
112035,99794
131084,38262
137667,132580
68011,51770
69686,121471
107794,114299
31192,136687
21939,134495
89215,88616
96969,941
18401,126469
27126,18448
136419,24399
103428,75340
129893,109305
20666,79529
50299,140168
43522,112673
111131,44624
123028,4106
102523,44365
36762,52337
31107,107661
42389,11099
81454,130424
140619,40200
115064,74804
19305,39226
47424,32198
22559,27002
21456,19142
85456,113319
46346,10252
85456,22935
71367,88647
141855,5780
21305,10906
11238,136687
103430,110089
94477,71972
129716,10092
143410,40932
19293,40932
24030,62035
107267,34488
117919,94505
112035,82381
117804,80713
43723,26340
51959,60403
87614,35763
91825,22221
120309,109538
135322,46874
19719,86090
99418,50581
96969,128639
69159,139619
125298,136439
17689,3359
31974,58346
54949,123389
110046,98082
113277,114278
68109,98886
61269,120284
68945,21932
12376,21932
31163,57170
64230,3891
107261,124296
100983,27057
7980,63839
16227,44809
55550,49147
123722,121739
11384,135750
25166,72280
8328,11451
53779,109538
76912,17993
25855,46302
67167,116282
115761,40942
94477,12186
106290,9788
121611,65197
76898,65197
84929,17135
113499,47971
105525,94122
51429,109206
120240,43885
44606,142643
82260,17336
90722,17336
55765,64146
57503,39949
24030,15610
123694,961
55765,30868
40873,120344
67044,8918
128391,250
75307,109626
51463,63379
10387,98501
93858,38567
135322,133722
75307,35282
76912,114784
58178,5231
81724,33131
7629,33131
33150,33131
28626,12043
43638,96200
18066,126984
120309,133542
54520,5444
10387,61208
85256,10130
64621,9217
27004,84853
15518,30306
40491,31505
16595,133482
93740,133482
24790,11203
86906,117195
96912,8150
117919,24902
28829,79163
132599,52144
42389,104147
78393,85352
37692,8328
47498,61978
79578,115878
25855,76292
110540,50030
76898,112463
99418,108026
85456,78022
133599,135410
109425,15896
83421,130729
110632,3729
57432,4833
140535,1334
113790,35123
104032,105819
10537,71539
129844,6158
78393,88862
111767,6598
61519,22613
89416,108310
51451,120164
112214,142604
5850,98098
42623,98098
36061,41064
140414,67642
133063,135324
3450,14446
95422,14446
110136,96757
32056,83526
90682,37007
7261,117195
129225,125771
37953,56305
113630,64150
129844,18740
55973,43635
141487,120328
33300,51415
67985,70624
70509,134569
106279,73217
21556,77502
115513,132460
30605,31854
48585,131623
86906,134963
25923,82982
118092,29113
54520,28199
42389,113236
85256,142913
2300,9387
107067,130097
88729,40058
54115,124498
52816,31348
34209,109793
113802,64449
103444,43811
66447,136996
17320,59993
85456,71824
64048,78925
95734,113688
136001,104132
93512,26303
77726,132452
78521,105290
82260,32192
115761,8349
35935,109915
11685,137503
124302,87224
60667,37086
10537,54900
8150,46869
59238,125541
72297,133348
53422,107800
133742,105045
53280,105045
53768,85114
109624,45919
65298,61492
27126,55532
58936,132872
8227,66363
87696,116923
85456,131020
118092,131020
119325,29359
65167,83149
110391,16392
64887,12214
134457,12214
117641,113759
11781,116073
140585,34646
27172,113438
31734,100627
38446,100627
132599,100627
92424,137769
49555,10847
22970,88702
129791,137635
95822,137635
53280,9120
85648,114616
112762,38822
55945,6177
44013,58333
26506,97068
49857,139550
61269,97996
76114,17565
77,97062
135417,35451
11685,102571
43851,58853
141782,83272
18578,83272
88398,83272
76912,99416
121656,108061
95683,13369
7206,56149
104323,123080
140363,60044
104672,70693
36036,9049
14309,26186
103676,73666
72527,120863
110665,39594
47745,53535
14947,110737
50580,46002
57503,131348
78716,13030
123022,105449
114495,124515
112888,54265
73901,54569
124853,122822
82835,19744
133063,74101
64433,120111
49206,64267
140178,64267
19904,73663
71653,127712
74681,41397
115835,56817
50142,56817
53064,11048
34897,83721
24721,83721
126658,30011
125298,63292
100984,6269
84840,81740
28317,22546
49507,22546
16068,39038
50036,62031
127370,63893
28507,103099
141144,135322
53422,135322
135322,135322
28209,15223
110028,28534
141401,91203
106204,15835
110116,111978
94774,111978
80301,140095
104834,13291
128678,80552
46949,80552
25071,96846
136351,96846
39205,104501
19157,111515
44102,43959
40521,36957
38202,51131
110203,68674
64413,40491
140319,40491
27744,108717
4304,57016
62015,57016
90033,36355
50580,36216
72981,71934
48746,3640
130918,105437
73182,73144
53329,105412
117111,84269
122546,77115
130986,35065
80834,72562
27744,2087
100241,124965
58422,63155
119382,55013
109425,41494
48303,1763
597,34732
71653,37648
54659,858
39717,134201
113790,55321
95503,38381
61977,105023
85931,53338
63725,102198
10387,91748
67044,4540
123722,48938
16068,67940
28814,139946
94787,114620
135538,72609
60917,72609
20270,32886
82957,32886
52899,143755
33300,30983
31163,80456
135226,7195
79269,137131
62539,97737
25855,121802
143835,129887
44013,58565
118092,65219
77726,85683
127695,85683
12309,136311
66301,28517
9125,113731
140178,113731
62437,113731
134049,126614
112762,126614
59102,15432
64195,33690
119936,135867
113802,112856
98181,36650
7100,124515
102523,19518
136267,47954
34209,119508
69175,119508
112762,25120
11859,115009
90887,109193
70046,27787
60917,35848
98791,124863
107464,102979
140047,65508
136350,79209
81330,48309
103428,49531
88254,139100
52899,134314
61269,21256
45536,48987
109516,62512
82485,76548
113872,4819
73861,76314
6422,25726
43655,48069
76572,5506
38709,53620
19305,80899
101706,82699
17863,127285
57393,45029
11454,19558
76512,39438
107267,137276
125205,55448
81284,31064
81236,96429
37953,96429
108688,26418
110102,94737
78845,57331
21305,64513
140766,118263
126848,9731
132941,89229
88398,26473
55945,68156
98689,70951
3709,27663
125317,139606
31162,33177
89047,78399
112805,78399
61745,49840
111131,41657
125298,25856
93488,45880
131167,54308
121749,119607
13941,66895
124302,16419
48168,16419
59899,26060
21767,96682
17443,105263
90224,136235
92010,96232
138114,44303
126833,126308
7925,4824
82188,99490
10416,75192
82120,47493
98181,96701
56073,126652
16462,67908
127033,12620
73901,67473
65742,86783
131084,4939
65712,4939
108733,45973
50142,51432
84840,130629
99708,122344
113783,105854
90607,48673
101505,96687
52886,25481
133375,50156
29220,123068
107094,8430
75514,72298
100069,26110
24790,129166
63725,112616
78845,120259
61745,107209
56073,68699
61745,52492
28814,81479
107481,13802
54120,27112
86136,59991
70992,30877
32820,51211
45923,12448
94090,43629
16725,112047
131084,106695
69686,63948
43410,13852
76572,41786
16207,80654
13287,20717
90607,9741
21263,9741
76116,143398
41228,17633
17499,17633
43522,109656
9589,60508
109574,52689
44855,106125
4304,10115
18389,10115
107797,23320
72240,41907
82260,64588
66704,38880
89508,29753
16726,34792
40521,10198
130074,59651
72870,60289
20269,77139
142660,77139
83717,113484
65712,10778
58801,104179
693,13536
73901,127048
80868,47648
112776,83002
21040,133563
70992,992
115454,17101
17273,31275
82324,83241
97290,41646
88468,7324
74013,366
100022,84927
96399,83458
82561,82561
111422,63993
55710,62330
118092,83713
93740,87402
103795,14440
109574,14440
80150,40591
50317,80379
94028,46202
89416,38208
29527,139988
23519,52032
11384,33105
80472,40360
44855,105366
53543,111356
76813,45520
39082,113071
43371,40934
140489,42928
50906,77271
113558,115962
108882,21987
141782,89339
130492,19705
98791,94970
48507,124201
23724,90182
110170,85322
123135,27255
105683,121920
98134,67813
9590,33053
107267,121887
93098,138479
110897,57961
5391,138136
28814,137278
93406,24694
26274,11949
19526,11949
125298,115678
13287,36592
78010,80282
138998,63167
72367,63167
17489,52373
50516,52373
85281,46540
133871,71918
126029,25361
21263,25361
140319,25361
47137,71458
105152,71458
85256,143469
73901,518
69996,137469
47852,24017
70486,134991
53690,134991
70763,143857
142660,21839
122700,21839
18878,24350
5733,90803
13287,12128
140535,101929
133375,76452
24517,134491
141782,59189
110136,120176
112044,38984
27126,41869
112840,22089
98791,91037
79972,66395
129844,108975
20488,124910
133693,113689
73861,119193
117660,48202
73901,36155
69308,15793
53290,15793
101505,15793
48393,46848
131167,129648
27196,57009
47498,73239
43522,27493
62437,15073
4031,121611
31163,46498
16345,136408
98181,93553
39545,94264
70992,19708
92010,102408
73901,81911
107794,93142
37007,1870
80472,59866
21767,131241
74930,38957
84350,103905
67086,104021
22019,111526
117229,111526
6337,63733
92265,136648
138765,125075
52462,58139
12179,98325
45540,98325
61184,103166
31162,5979
90499,49309
35097,96886
113630,138295
30094,81432
116234,135526
6422,134416
62622,104906
16345,95144
77308,42870
47498,42870
73901,752
137030,71664
49885,95345
94264,74185
123937,103351
106290,559
110021,3874
49249,84594
105525,135820
58801,69611
122452,133645
85256,94430
81236,89040
100167,71938
114431,110524
83548,51100
37158,83818
5503,69324
48624,69324
68410,62116
15823,102779
60525,139140
35935,119266
31935,53593
84350,11685
70392,11685
11685,11685
4579,128166
4031,143426
18290,124706
104957,66524
2134,52286
26867,52286
80472,10391
93740,106383
33760,24371
12179,88200
72487,140332
4249,76385
100022,51283
57503,80434
49214,128154
107496,88908
125298,139718
42199,144059
22432,38741
58801,97832
5051,142915
69159,81829
6780,77324
112035,106199
54246,106199
38322,65766
18578,111408
10354,2551
15811,115964
32632,130663
138728,41155
39379,100294
68203,91721
23131,134924
47175,82063
107658,82063
45923,110098
70992,79995
109879,55086
105152,26612
94216,39444
106420,143222
3365,104541
78716,104541
136828,44890
5357,131398
135740,69514
135552,90812
118092,121291
142497,17194
94216,132505
135226,139840
105854,21039
79794,102233
8227,134147
82409,96937
33917,107068
106731,44163
35704,31450
121519,137180
139133,60888
18925,37929
113306,37929
72119,58446
141122,26463
85256,132924
97603,11359
62015,112125
693,117227
92438,142280
79696,47745
88254,108104
79511,10408
71111,2804
24790,134557
8150,64416
94216,7955
57393,109985
21305,12669
43638,59676
17443,135903
86252,75955
23674,21887
97431,18444
105525,55516
125317,49355
131356,26762
43638,35959
8150,34729
105683,136290
81454,102864
23685,68363
98791,100699
59820,27514
68945,96547
120794,73765
101324,56679
129791,69691
123722,110135
140075,49476
53790,104268
11685,87228
84063,126553
20718,126553
38446,126553
105882,13715
25315,59336
65742,29490
94280,138849
45540,133760
56974,2610
2177,73310
43410,86030
39339,28150
28507,68445
57503,9664
59956,83895
121275,64687
141021,50221
49992,50221
10537,112063
69680,64361
120129,64361
25676,4465
36061,24025
4515,4211
19076,30117
63740,61459
122452,118875
135309,110992
61519,109031
14226,90995
131084,57543
17427,57543
34413,47730
36538,104035
89999,104035
86252,54063
132803,52483
96331,47155
121519,112207
4630,89661
102523,55568
123937,25368
69686,46568
127955,119339
136419,117494
98181,42948
13941,103768
77688,103768
54520,23342
93488,25116
27126,137112
33300,88847
102523,87709
45546,69841
56174,69841
48507,134334
45046,134334
75903,111671
55980,1167
141401,106737
137587,114431
82705,84705
56428,123942
31163,59047
134144,59047
5503,139575
106623,106614
126375,140654
65533,5487
52291,5487
119985,5487
30279,51819
37953,73980
140482,32151
110116,29625
102523,13204
85456,133638
4727,61214
116897,19380
117726,59899
110207,112630
58102,98260
9767,10137
39339,87461
102523,52574
17190,28543
91093,69005
141021,13627
21767,126519
112201,86134
130828,21485
80150,39510
1577,1069
106731,124048
91151,43182
13307,31150
141021,36092
16177,115853
141782,48354
63870,48354
36186,48354
98134,96855
3709,105067
40338,49122
110971,54219
43522,21937
135309,112548
33932,18651
118421,106643
74946,92282
90033,100103
38322,33037
25071,20901
67989,54614
142497,29318
131167,103065
50317,96763
88254,15260
123937,140568
140766,35693
19917,130001
123937,5325
74013,54625
43851,137926
53768,76732
109538,19024
110136,79457
107452,102022
130986,81063
106238,41810
135283,143665
113759,68191
139286,42612
109630,67378
107464,51589
64887,123164
29715,141749
32663,141749
21047,153
77658,71216
132445,5276
126029,2400
33862,55822
142604,91720
93502,42035
43689,56539
33862,50021
76,64450
106731,73535
99207,121284
25445,52914
102168,105853
61443,136413
58801,5876
128365,13127
104032,45030
693,141609
56428,42816
28114,33538
48303,33538
134807,22511
49992,42163
54770,36017
53407,140220
61807,127859
61629,2893
67253,136751
110102,138430
126029,41098
64413,82339
4222,23103
19293,107235
97019,83672
77990,136477
114495,92482
35018,35382
67026,49024
79578,117363
129791,114140
109544,138155
129844,111265
133522,2054
41064,11342
121397,95727
29351,92247
23629,37957
17863,82730
98393,24573
50906,94237
12179,26442
69411,19571
138114,110894
49857,10658
108572,100598
129966,134866
143835,54245
18401,83268
7491,98023
112035,138088
20630,21357
110897,43290
21767,109713
57210,6124
125337,14648
1747,59742
105364,117281
24030,139783
32247,67922
82957,67922
42129,125611
20755,78490
90868,100201
14944,100201
113790,140596
52653,60873
35935,61330
126326,98975
46790,41196
72877,42110
88254,92283
105364,26536
36762,132749
84063,71089
34209,133126
111618,133126
91721,92406
106440,122722
122854,122722
88073,17476
93740,22047
76,72584
92653,117583
120794,98472
136376,41623
66406,87776
92361,17434
16345,47364
110136,142906
46790,52918
49790,112837
64433,131260
42129,28514
77855,105268
131760,16637
58936,141664
4249,143942
81642,88887
140766,88887
117365,10054
96890,97689
90887,30276
37440,63658
101324,27993
34949,98791
6701,107446
110951,113726
100937,10067
27506,30984
83421,82619
48585,8743
88254,49750
33686,39841
34733,42104
84006,30984
113977,126917
58936,62210
140619,21473
77632,117049
28626,114710
20270,83530
102561,65367
57887,46350
8150,117093
8227,103894
142604,67113
139311,119735
109116,135874
66447,119072
56433,17535
105525,44201
124373,94562
62250,20918
73034,97260
16345,126676
129225,78275
94404,70499
8699,120308
83717,84981
55033,51248
102523,110078
36359,108002
100728,99236
125388,43886
52500,43886
107825,5369
68945,99021
54511,133742
34949,122644
70963,95089
34817,27402
125298,119510
28814,91511
77688,128793
27126,35170
35170,35170
114495,119108
133145,111280
14226,30005
118448,76884
5733,113774
56316,20523
64828,20523
1838,66898
109116,66898
110665,7199
133375,132149
84986,69594
131084,119108
71415,140167
4400,48743
25855,35069
137038,53926
24493,38752
48585,35970
33673,153
141802,42078
56316,55119
123937,135549
107481,48238
93512,55977
105525,134343
44994,118703
19811,142458
67796,31629
53329,62914
21263,10357
43338,83304
123937,75767
121746,35183
48303,35183
96899,106066
43228,106066
110454,106066
73901,11357
80472,19454
4400,140681
48303,117549
23114,28414
40521,122140
6422,89242
116234,13227
130442,40734
29450,47127
74659,15533
110136,141148
109478,88797
32247,16505
76813,137626
67540,108746
53779,16448
106180,57471
117229,122051
74013,90285
63725,46082
91093,63918
110759,48280
11420,127195
16068,121258
116814,74296
141616,99584
61087,80222
80150,116078
12452,3608
42537,49893
102138,60906
84986,53996
36061,126889
122700,27306
52899,82643
117919,76625
126749,142072
23674,85049
138007,134572
23709,1889
138007,48688
33300,12212
106180,57649
134242,114726
78716,33652
33736,100295
112805,71318
5680,127520
61585,79937
93858,74301
59647,92487
122546,37128
106180,48324
